(2.2100901733283087, 2.3534508445768103)
(2.228558053319802, 2.5314153224912306)
(2.23155358632212, 2.681936823463779)
(2.236591963900467, 2.820795314514855)
(2.2496349807597262, 2.9261020398783857)
(2.291661753005066, 3.054026849197154)
(2.3367870161340747, 3.148883449527069)
(2.3794061360571983, 3.2552813500570172)
(2.413714527421886, 3.354225816394027)
(5.066061354153402, 4.500224415620891)
(5.169818941367018, 4.588320469747316)
(5.271114464086503, 4.688918605251821)
(5.371866148291594, 4.817090187290025)
(5.457060930520499, 4.948401222797209)
(5.539514223342228, 5.114443542339647)
(6.687651886590845, 3.259541454075909)
(6.6983164585760955, 3.2538111474962133)
(6.72465630912194, 3.2418784826865474)
(6.758650704093181, 3.224310378113847)
(6.812584850697795, 3.1964315692994023)
(6.8826477266210935, 3.164173469883619)
(6.958615517300869, 3.1328222648526074)
(7.06371580754528, 3.0915778858928746)
(7.176077849384898, 3.0551407294032566)
(7.30141778807075, 3.0231261540149688)
(7.4695429452785564, 2.9979240794858497)
(7.62710327097025, 2.990484648808586)
(7.8104378886413155, 2.9990984054331586)
(8.01981066080341, 3.032389116131921)
(8.220769337564427, 3.0882335406400188)
(8.39418883521296, 3.1517356735286643)
(8.597289618101104, 3.2460133551437296)
(8.77879856249753, 3.3494633409714227)
(8.948117956915292, 3.467404574918747)
(5.077874375300939, 0.19739237033049148)
(5.078515139518845, 0.18507663002227448)
(5.081076303991546, 0.16642278755365478)
(5.09302750481719, 0.1278744764982266)
(5.117959838143895, 0.07265934753176237)
(5.150374201087786, 0.016439913796892636)
(5.20720637345291, -0.05899550047139822)
(5.278042472897915, -0.12676412293826586)
(5.375841813373753, -0.19697766955143986)
(5.484633446055267, -0.25140330718646725)
(5.611794917042179, -0.3010191654751762)
(5.744138248089486, -0.3283266258036529)
(5.885856216150957, -0.3358345120162315)
(6.032880611416379, -0.3273242315870161)
(6.158582957374947, -0.3103659294147222)
(6.283933887611472, -0.2738145436126602)
(6.389265813384179, -0.22450975245275898)
(6.47374179189898, -0.161282088937093)
(6.542120389813796, -0.10262238580915428)
(6.591437326779195, -0.06025238360891373)
(6.628316856053524, -0.04161046846303166)
(6.674181535236669, -0.04693938183098617)
(1.193405734500337, -2.8106250116170335)
(1.1856306794157612, -2.8106904831082775)
(1.1672526682530517, -2.815612503750903)
(1.1313029670547943, -2.8287404767821362)
(1.0793017194452372, -2.856699056751389)
(1.0267615766024731, -2.8901576684696018)
(0.9637632845993308, -2.938445194592566)
(0.8931533194559756, -3.0102798862004825)
(0.8218617168336944, -3.1017182650419888)
(0.7622039395482963, -3.197912308190334)
(0.7123356805136348, -3.315548480927846)
(0.6742993238954256, -3.4573926498046905)
(0.6571064599499492, -3.5925097272980895)
(-1.4476761148578479, -2.6951243957815265)
(-1.4562661179286964, -2.7002451298950514)
(-1.4760825410933156, -2.705571872626674)
(-1.5160508596475464, -2.72045890452003)
(-1.5679181210835242, -2.7476036997975304)
(-1.6299024005485465, -2.787758999060691)
(-1.6916102482672306, -2.8421395268113576)
(-1.7563259955647548, -2.9142448362408118)
(-1.8228420424572167, -2.9990885008735075)
(-1.8828406409922207, -3.09361267893148)
(-1.9404909425566805, -3.223058293190993)
(-1.9792915101177815, -3.3552265028224344)
(3.8279237077708683, -2.785829157783585)
(3.8083907588134407, -2.7899237668003107)
(3.7763296962028203, -2.8023510557904268)
(3.730342558064487, -2.8260037484643745)
(3.678590907226942, -2.8618002479765754)
(3.6100634060219035, -2.9054455377062873)
(3.5411766475168194, -2.9502268149825213)
(3.458102976437911, -3.0034712307531244)
(3.36781463007181, -3.0647759923144986)
(3.2725755251888295, -3.1407483279949875)
(3.180281471499439, -3.2328698676217673)
(3.0885098196609833, -3.3514795935610007)
(3.0064959736311305, -3.4867751713107147)
(2.936855339012734, -3.6327769188603938)
(-5.514421208387123, 0.3224973513820858)
(-5.401909984384763, 0.39625864478079004)
(-5.298430996820931, 0.46024174234275267)
(-5.1809783127472615, 0.5323854860842074)
(-5.0499413974307075, 0.6073368853965032)
(-4.8944940764978115, 0.6773184880964305)
(-4.776824087296087, 0.7228607258123343)
(-4.633797266101241, 0.772751035900896)
(-4.481320867714379, 0.8294246298943079)
(-4.30186785893963, 0.9117453052781628)
(-4.173822959748247, 0.9828396391417672)
(-4.004540468190233, 1.0882440674542526)
(-4.22527688057608, 2.0209830520440044)
(-4.221563373197362, 2.025931636873375)
(-4.217145661786844, 2.0441153149834177)
(-4.203661603686897, 2.0806233969695396)
(-4.187350054217559, 2.123036036804615)
(-4.164531191038625, 2.181852325194848)
(-4.14225053416714, 2.2588305785694773)
(-4.120395989848811, 2.3579654774780288)
(-4.097804502492196, 2.4594290782274424)
(1.1934057345002431, -2.8106250116170317)
(1.1858498488153868, -2.8127115202003377)
(1.1675807454283031, -2.815026868111773)
(1.1293419804843563, -2.8256864073500636)
(1.0847002879294154, -2.8492187180222235)
(1.0305293556267938, -2.881769761453262)
(0.9610246700588614, -2.938614820230395)
(0.8895165812074208, -3.022962512057314)
(0.832978165282338, -3.113423189204987)
(0.7816403092705886, -3.2232123648179565)
(0.7478116909536381, -3.346309669171347)
(0.7331733310889017, -3.476897110689154)
(0.7445211789453731, -3.616402341584011)
(1.1929254225024077, -2.8110360536589614)
(1.1809383629255557, -2.811946096930105)
(1.159653117613081, -2.822280869079499)
(1.1255179304455827, -2.83945537463415)
(1.0798125162252392, -2.8664710144559957)
(1.017078843846477, -2.911144791942827)
(0.9543825514344528, -2.9611195792345146)
(0.8769988116262406, -3.026403155490579)
(0.7969445510407704, -3.0970080475141972)
(0.7118514659630893, -3.194351945627628)
(0.6459091278474621, -3.29224469928013)
(0.5729023554324293, -3.4321747179496835)
(0.5127446086966192, -3.592317857950719)
(2.3950238236403694, 3.3097518253972065)
(2.3996120627392465, 3.4352153270240775)
(2.392712418971471, 3.549225081323381)
(2.3721117028978207, 3.6812590596117065)
(2.331388881366488, 3.8157953558520576)
(2.270714868393188, 3.9600019632944594)
(4.560149782135099, 4.181842121931086)
(4.5694249541235665, 4.187532926962949)
(4.586940586589116, 4.198660045905212)
(4.620085283601917, 4.223703761371873)
(4.657550657238026, 4.2570768183442365)
(4.69948219932869, 4.304316963061453)
(4.749660212172412, 4.375443945551927)
(4.790215232338679, 4.456626878065443)
(4.832157893117238, 4.5589458990428495)
(4.8623463774447115, 4.677987718375109)
(4.875842492217328, 4.817330472074105)
(4.869555410155963, 4.960393586585637)
(4.835867937427162, 5.117090124909952)
(-1.4680129900860317, -2.7006230343051985)
(-1.4944142675103629, -2.7055887177961533)
(-1.5348593947806928, -2.719064734924968)
(-1.5936437060540551, -2.7436788954203064)
(-1.6693502183373692, -2.7712432159727647)
(-1.7399952913318106, -2.8085440141556974)
(-1.827320967959461, -2.876374053109262)
(-1.9042982665612438, -2.9555663391156757)
(-1.9710252183015262, -3.0520542455695163)
(-2.0312128659934308, -3.1645913700447355)
(-2.0821484303170954, -3.3178467459013654)
(-2.101951942016799, -3.4387385232084386)
(-4.079651876615431, -2.450226672920935)
(-4.091638719129345, -2.4507472487189976)
(-4.1098110828205465, -2.452715704169876)
(-4.14364297955013, -2.458802198742868)
(-4.190223042800494, -2.472227703051329)
(-4.25262343300211, -2.4971375792128843)
(-4.328624883292246, -2.5384491615636158)
(-4.399808455961518, -2.592091484474391)
(-4.47721332661579, -2.670796057194919)
(-4.557956459759874, -2.781114610864935)
(-4.617126713309618, -2.887989654529279)
(3.8365332075508216, -2.782464915425934)
(3.8259827454365087, -2.783362259874717)
(3.8032722269114427, -2.7866742519275185)
(3.765141045681764, -2.797630571999728)
(3.7149641569112806, -2.815731038843806)
(3.6541427440087233, -2.8441088190604518)
(3.581000685111064, -2.8859741265167953)
(3.4967986188835307, -2.9528229664992587)
(3.4191563165618346, -3.03179774062976)
(3.343316225401724, -3.129743836895725)
(3.2799439321375568, -3.2288971552652757)
(3.2119970029922, -3.3772045019923076)
(3.1680848927772183, -3.5176867749012772)
(-5.9498077048354565, 0.08354453467323553)
(-5.939442645795229, 0.08543031483502703)
(-5.9164054527759715, 0.09260724278484363)
(-5.877630690716051, 0.10669083203560922)
(-5.829781481840089, 0.12363920609596035)
(-5.75685484094807, 0.15182406913746685)
(-5.690391308327742, 0.17945530976169785)
(-5.592358820053881, 0.22407620935500125)
(-5.489933335081196, 0.2811613215938708)
(-5.386807087448361, 0.3462684573778002)
(-5.260582057249448, 0.42948445891173453)
(-5.154837591746688, 0.5125472751281981)
(-5.043218017037702, 0.6047485305134608)
(-4.946219546873339, 0.6883939846375953)
(-4.837854188740467, 0.7787504658544181)
(-4.711626039243676, 0.8880720891472187)
(-4.5953945998497145, 1.0002702684071343)
(-4.484638658177843, 1.1239990167792977)
(-4.365089454367704, 1.2785467392978171)
(-4.261367132228257, 1.4327157255016671)
(-4.148424945635206, 1.6224228797752531)
(-4.048357508470754, 1.8304604160110962)
(-3.97523225354182, 2.0179316113509334)
(-3.904974265928157, 2.240759786105978)
(-3.8618332640027777, 2.43075327213036)
(-3.829033632359217, 2.62734031960344)
(-3.8178584774737905, 2.8221654969507126)
(-3.817443490086484, 3.008797393670026)
(-3.8236338335889424, 3.2125969416070994)
(-3.8398945865275302, 3.361959981573698)
(-3.8685710678338463, 3.533690526491859)
(-3.9079881873784212, 3.6776482736494702)
(-3.955087906216587, 3.8124084011612163)
(-4.00039521393095, 3.933805258872554)
(6.812249262382517, 1.5528644356311903)
(6.78888044952011, 1.5522623593809934)
(6.7533756924685955, 1.5495760747882905)
(6.699815437149128, 1.543228504312438)
(6.629981360213715, 1.5283121425515984)
(6.548630913416652, 1.5012831105135946)
(6.464964666454545, 1.467761271157412)
(6.351120692738762, 1.4160348408821954)
(6.248550719776756, 1.3527384207710358)
(6.141993909096412, 1.2722624444978534)
(6.043692542641997, 1.1879925428410567)
(5.945429112531634, 1.096803842752119)
(5.839807787371503, 0.9959936489754855)
(5.750062947759464, 0.9167860783631337)
(5.634570271196135, 0.8211645588376656)
(5.50927797041904, 0.7273089293159851)
(5.394401972305629, 0.6479752109294038)
(5.279815114384295, 0.5711179754407941)
(5.149663372747869, 0.47159799255385976)
(5.017104559781878, 0.3530398171887065)
(4.899420005558279, 0.22171748448192524)
(4.800236518246888, 0.09274934945457255)
(4.705520720495999, -0.05630248464134783)
(4.6197009439999315, -0.21538699454661653)
(4.533862271424073, -0.4205016936220045)
(1.1934057345001257, -2.81062501161703)
(1.1855271418024953, -2.8090030532320904)
(1.1713429172586238, -2.8092630845475206)
(1.1408100956213407, -2.811575959754097)
(1.0966387193381306, -2.8202169472498704)
(1.0333500398681428, -2.8323422887332144)
(0.9608924659677789, -2.8479251726136754)
(0.8743047462714084, -2.861636580609517)
(0.7677432056999265, -2.8681711856221908)
(0.6666816336960735, -2.8678293643177977)
(0.5377335528923549, -2.8703139310220513)
(0.39060973886715245, -2.877247334520798)
(0.2278739802719562, -2.8929279699232318)
(0.052192280589633044, -2.9217841292861646)
(-0.12197846548426235, -2.9655867996882623)
(1.6591830615977239, 2.670855757369475)
(1.6419823106790468, 2.86710722880661)
(1.6059295390084218, 3.085064458693932)
(1.5542989523675828, 3.2931106992953882)
(2.291025645606259, 2.886395723113856)
(2.2924646565269713, 2.897391591846801)
(2.3020813516942824, 2.9134273004131184)
(2.318095755100095, 2.944452399049268)
(2.344415550467928, 2.9829176354261637)
(2.380347486170974, 3.0315220968046512)
(2.433229321898812, 3.091485200666735)
(2.496417554696667, 3.1502270055420505)
(2.580281956744405, 3.220026671700871)
(2.674492317942122, 3.2959920084915115)
(2.771558705195205, 3.361567868673484)
(2.874446567486002, 3.4236535786331044)
(3.0046023388134535, 3.495932137455564)
(3.106622761100483, 3.5582438939207615)
(3.269413621839505, 3.669154062940116)
(3.4038233822161814, 3.776595967717179)
(3.5435060050216416, 3.9044028339861443)
(3.662585559703713, 4.031792682741748)
(3.766350652369811, 4.151425739732005)
(3.8774469765376054, 4.301130057865944)
(3.9724089011049974, 4.456786744692626)
(4.061066412196735, 4.625135869497203)
(4.14244049294088, 4.82073395522517)
(-2.311845694888971, 3.8307649311103007)
(-2.217245537967956, 3.8948114767802693)
(-2.1282507104390462, 3.963234465460999)
(-2.036268753470021, 4.047569530415646)
(-1.950465265394676, 4.152549044464754)
(-1.8722882218396095, 4.274358687174262)
(-1.0486043212360223, 1.8899772094737515)
(-1.0453560121711474, 1.8792479024152362)
(-1.042026613251903, 1.8559280047125708)
(-1.036253015479676, 1.8146271760481194)
(-1.0302277803836397, 1.758036696964922)
(-1.01802526704228, 1.6906258975710688)
(-0.9963637442393457, 1.6072986386846861)
(-0.9630291807954778, 1.5198696442082842)
(-0.9186730352784459, 1.4265440975714976)
(-0.8437151119243275, 1.3090290346701572)
(-0.7592097981315886, 1.2079217897104182)
(-0.6614807654572004, 1.112143198411848)
(1.1934057345000084, -2.8106250116170277)
(1.1902384544320974, -2.8103558987927006)
(1.1777929336154709, -2.809382392491109)
(1.159671746661787, -2.8119986366538816)
(1.1261177060105225, -2.822459184498363)
(1.0850810087360134, -2.839749879928122)
(1.031195226059879, -2.8702383834682297)
(0.9650874471959296, -2.921380424464756)
(0.9052073740897328, -2.98165315342828)
(0.839118724621007, -3.066852833834901)
(0.7744438199078172, -3.170935963048821)
(0.7300467855172724, -3.2713181756541885)
(0.6926912574292658, -3.4046033151085666)
(0.676564210916974, -3.5602517508141966)
(1.1934057345000084, -2.8106250116170277)
(1.1849375523464545, -2.8117217755457284)
(1.1645458447421109, -2.8169817441678693)
(1.1252853918094283, -2.8336006070213546)
(1.087332082328436, -2.852998339016754)
(1.0314785846085612, -2.8855643875803834)
(0.9575253242820537, -2.934128640316759)
(0.8848818842420677, -2.992412813618628)
(-1.043578459653211, 1.8797075652113262)
(-1.0356733553923643, 1.8553222494094448)
(-1.0188749475460366, 1.814306407448928)
(-0.9871947977562671, 1.7591413595787084)
(-0.9517210994460417, 1.6972507148982576)
(-0.9064865521290892, 1.6170339570256598)
(-0.8652577211309761, 1.5258332314812313)
(-0.8171293865536063, 1.419795397344593)
(-0.7659385760012879, 1.309054758261921)
(-0.7068046478500645, 1.1766372940139653)
(-0.6422553487425401, 1.055625695465761)
(-0.5658376874013794, 0.9281467838734392)
(-0.46305891990410863, 0.796328472601229)
(-0.3554227965753998, 0.6868962512457588)
(-0.22590302544508395, 0.5741419100923115)
(-0.09227383210575171, 0.4789488964593248)
(0.04354866673845133, 0.3959447033753565)
(0.17567218243923238, 0.33480105264472954)
(0.3318219724763131, 0.2757217851058751)
(0.5057613420443215, 0.23591888616054413)
(0.6668143286621149, 0.22017479673468185)
(0.8329035911219942, 0.2160516377249414)
(1.0023463027710187, 0.2219221399108784)
(0.7798486739173538, -3.0640885280139263)
(0.6935453015338593, -3.179776283182861)
(0.6325652046793264, -3.294850123085083)
(0.5822279254129088, -3.4340339320089375)
(0.5569284334212389, -3.5692999444950697)
(1.1934057344999613, -2.810625011617027)
(1.1864844963749088, -2.812575325568507)
(1.1658060031046706, -2.81767637676358)
(1.133576994931797, -2.830421119303725)
(1.0918858737352852, -2.8523895765195464)
(1.0239235969382772, -2.885151314063895)
(0.9577902264876806, -2.9228183530250655)
(0.8736013226400241, -2.9787551007000164)
(0.7956882748630385, -3.0432470645629883)
(0.7154645286898831, -3.130223669455143)
(0.6410661521416374, -3.2411597334787463)
(0.5800486123453288, -3.365400407779156)
(0.5311524201221055, -3.511343136151867)
(-8.375409203708493, -0.25859626368533595)
(-8.387651368639203, -0.18205326319667783)
(-8.406023050560819, -0.09213147589614407)
(-8.443154094733755, 0.023024659330417155)
(-8.490899867664426, 0.1311642012405155)
(-8.558841000967314, 0.24765254070337658)
(-8.64507120273793, 0.3596696173955955)
(-5.949885996787308, 0.08335232863482762)
(-5.941316247706029, 0.08702414152901079)
(-5.920890900092095, 0.09660830266518555)
(-5.885737866096645, 0.11384457003522919)
(-5.841048190406187, 0.13816555264262398)
(-5.779088324183189, 0.17366263774599577)
(-5.713219989022515, 0.219641125943265)
(-5.637595074984829, 0.2871955833791535)
(-5.565199616035466, 0.3524478046118252)
(-5.487662748415006, 0.4304822237965221)
(-5.405493105413371, 0.5231375330658052)
(-5.3281606885759, 0.6294534207448039)
(0.7673225616047337, -3.0276139190871048)
(0.6802589335294235, -3.1305567083597015)
(0.6182590263730943, -3.233929401884456)
(0.557867088783315, -3.3960404448272414)
(0.5313375866607041, -3.541718638894559)
(1.1934057344999145, -2.810625011617026)
(1.1828429773943734, -2.8119027373826317)
(1.1605613829319095, -2.816947927994412)
(1.119929345927744, -2.827923615353019)
(1.064205583878361, -2.848436401790999)
(0.9997213450969566, -2.877551829937671)
(0.9255330027430307, -2.9210024375174206)
(0.8405708806626758, -2.9801304541163414)
(0.7514080528372161, -3.052123666823041)
(0.666939935364824, -3.137501019852017)
(0.585515389622888, -3.2449419322327784)
(0.5101651003704235, -3.374330225147266)
(0.4456302861475976, -3.5328037469698153)
(-1.0343684162464488, 1.8571378981469384)
(-1.0195058917769217, 1.8167337318820076)
(-1.0031599872093435, 1.7635202100927976)
(-0.9885015049036525, 1.686990855311074)
(-0.9747454813490629, 1.6029832743416326)
(-0.9585564658822551, 1.5021590119007773)
(-0.9297552394959264, 1.3937926903253794)
(-0.888239964166089, 1.2668354008330074)
(-0.8444475178566608, 1.1418036309274207)
(-0.7835926264318075, 1.007530142457625)
(-0.7181224921939452, 0.8711827608760941)
(-0.659792943917962, 0.7372838522378649)
(-0.6091413258288783, 0.6071848945762912)
(-0.5478389556011822, 0.4756428651903405)
(-0.4575838933793637, 0.3073516772576449)
(-0.3622400216175401, 0.15240730619386497)
(-0.23940370372689584, -0.011792589582038618)
(0.5216265581897634, -3.4705346001670567)
(0.49175835420725944, -3.6268796830893595)
(1.1934057344998674, -2.810625011617025)
(1.1796418520061547, -2.8123839216721134)
(1.1574005944517718, -2.8184701379681596)
(1.1132418165510114, -2.831714118406706)
(1.0610260792768025, -2.852808760369455)
(0.9890835792084329, -2.892302735290273)
(0.9199568289507681, -2.944490234288443)
(0.8453012958916082, -3.0228433280664246)
(0.7825120239716952, -3.115031624144463)
(0.7189371071170059, -3.25040807263523)
(0.6831599686209142, -3.378833531732645)
(0.6674261227146567, -3.508060244835094)
(-2.6009821647571627, 3.7211433144900323)
(-2.573506474051099, 3.72442573901826)
(-2.531397927188431, 3.735541272147134)
(-2.4788401404417266, 3.7547019939334376)
(-2.413276863259825, 3.786984989095133)
(-2.3322547827948332, 3.840748897752381)
(-2.2587069935943593, 3.9088845605737372)
(-2.1870684861260337, 3.9929794972450288)
(-2.1161472741022105, 4.114267789713698)
(-2.0655868412142064, 4.232261950918214)
(-2.0169394919720696, 4.373828270968664)
(-1.0485360078197261, 1.8900463867159392)
(-1.0470779984742882, 1.8805698998921134)
(-1.0422096286175366, 1.8599872903639016)
(-1.0282662666061184, 1.819629566323192)
(-1.0044758658851047, 1.7708831981328377)
(-0.9682043278987401, 1.7056016523270625)
(-0.9260402356591816, 1.6305976975017629)
(-0.8745361045840906, 1.5478315270004033)
(-0.8108247775284158, 1.4487105337283128)
(-0.7541753861388526, 1.3432593864952735)
(-0.7006634673143972, 1.2328940833653725)
(-0.6371620429749393, 1.1157636777764008)
(-0.5441108436747304, 0.9828837193408688)
(-0.4422445395839193, 0.8641819554563933)
(-0.3299187457067627, 0.7504179875813282)
(-0.2175544046153442, 0.6562545721894409)
(-0.0884553854718637, 0.5651662421387468)
(0.0662144371098435, 0.48287681467498234)
(0.2536678941628572, 0.40514567885074226)
(0.42261029980460824, 0.3547665791138244)
(0.6074174551320725, 0.31760552155653826)
(0.8205175852468933, 0.29567973831180683)
(1.0454651175154084, 0.2963186959788676)
(1.2475682332765032, 0.31585111722356685)
(1.1932030897023795, -2.810510810699025)
(1.185384151564463, -2.8121231891353173)
(1.1659802145982892, -2.817416778138174)
(1.1340599145657266, -2.827566487291463)
(1.0868088019704358, -2.8456788750816986)
(1.025995777100281, -2.8780394227180293)
(0.9547636868833107, -2.930543939580672)
(0.8785760096110783, -3.0104412132862377)
(0.821279766393485, -3.0923422867765624)
(0.7650690301536615, -3.204925418004236)
(0.7279593926911282, -3.3374198994662376)
(0.715733810691644, -3.491198308441029)
(2.291025645606445, 2.8863957231140716)
(2.295056333405251, 2.893099776389784)
(2.307600081204425, 2.9144053121719375)
(2.324172006760862, 2.939497556231556)
(2.351633061842678, 2.9800911130175987)
(2.385633730810512, 3.0263691520517355)
(2.4310509507965348, 3.0871129481383743)
(2.4831320853348675, 3.144659600472738)
(2.559195730278483, 3.2241017472106646)
(2.6252751562232697, 3.3009302109052903)
(2.70760294869721, 3.3995655716818316)
(2.79015353901343, 3.4998080955642323)
(2.8797685816721286, 3.623274978743359)
(2.9667021042371484, 3.745537786478217)
(3.045868563268166, 3.8844524657837654)
(3.1204942266015374, 4.03905063905213)
(3.1909090361661003, 4.21516466891965)
(3.245742093930181, 4.397918662682924)
(4.560149782135498, 4.181842121931225)
(4.573793460509341, 4.185850039419045)
(4.591007149267267, 4.193227643629166)
(4.619246285321705, 4.215953954554698)
(4.656205684386536, 4.243627391550233)
(4.704820451213111, 4.285581311302347)
(4.764425896029185, 4.344230945849635)
(4.824775964682214, 4.409818992875842)
